Case ID,Activity,Timestamp
C-0096,Shipped,2025-01-18 05:07:00
C-0096,Return Requested,2025-01-19 17:09:00
C-0097,Order Received,2025-03-12 00:00:00
C-0097,Payment Verified,2025-03-13 19:51:00
C-0097,Item Picked,2025-03-15 12:45:00
C-0097,Item Packed,2025-03-15 19:13:00
C-0097,Shipped,2025-03-16 04:25:00
C-0097,Return Requested,2025-03-16 22:46:00
C-0098,Order Received,2025-03-01 00:00:00
C-0098,Payment Verified,2025-03-02 14:16:00
C-0098,Item Picked,2025-03-04 09:40:00
C-0098,Item Packed,2025-03-06 00:03:00
C-0098,Shipped,2025-03-07 03:29:00
C-0098,Return Requested,2025-03-07 15:21:00
C-0099,Order Received,2025-02-24 00:00:00
C-0099,Payment Verified,2025-02-25 08:11:00
C-0099,Item Picked,2025-02-27 03:00:00
C-0099,Item Packed,2025-02-28 04:18:00
C-0099,Shipped,2025-03-01 06:54:00
C-0099,Return Requested,2025-03-02 11:31:00
C-0100,Order Received,2025-02-28 00:00:00
C-0100,Payment Verified,2025-03-01 10:38:00
C-0100,Item Picked,2025-03-02 01:40:00
C-0100,Quality Check,2025-03-02 23:53:00
C-0100,Item Packed,2025-03-03 08:08:00
C-0100,Shipped,2025-03-04 04:04:00
C-0100,Delivered,2025-03-05 08:59:00
C-0101,Order Received,2025-01-19 00:00:00
C-0101,Payment Verified,2025-01-19 07:35:00
C-0101,Item Picked,2025-01-20 02:46:00
C-0101,Item Packed,2025-01-21 06:14:00
C-0101,Shipped,2025-01-22 03:43:00
C-0101,Delivered,2025-01-22 05:43:00
C-0102,Order Received,2025-02-26 00:00:00
C-0102,Payment Verified,2025-02-26 02:32:00
C-0102,Item Picked,2025-02-27 18:53:00
C-0102,Item Packed,2025-02-28 08:32:00
C-0102,Shipped,2025-02-28 14:07:00
C-0102,Delivered,2025-03-01 05:47:00
C-0103,Order Received,2025-02-06 00:00:00
C-0103,Payment Verified,2025-02-07 10:11:00
C-0103,Item Picked,2025-02-09 00:24:00
C-0103,Item Packed,2025-02-09 18:22:00
C-0103,Shipped,2025-02-11 02:05:00
C-0103,Delivered,2025-02-11 06:26:00
C-0104,Order Received,2025-02-16 00:00:00
C-0104,Payment Verified,2025-02-16 13:51:00
C-0104,Item Picked,2025-02-18 03:00:00
C-0104,Item Packed,2025-02-19 02:55:00
C-0104,Shipped,2025-02-20 21:26:00
C-0104,Delivered,2025-02-22 22:08:00
C-0105,Order Received,2025-03-31 00:00:00
C-0105,Payment Verified,2025-03-31 13:43:00
C-0105,Item Picked,2025-04-01 09:33:00
C-0105,Quality Check,2025-04-03 07:21:00
C-0105,Item Packed,2025-04-05 02:22:00
C-0105,Shipped,2025-04-06 21:29:00
C-0105,Delivered,2025-04-08 22:23:00
C-0106,Order Received,2025-03-09 00:00:00
C-0106,Payment Verified,2025-03-10 22:12:00
C-0106,Item Picked,2025-03-12 14:49:00
C-0106,Item Packed,2025-03-13 20:49:00
C-0106,Shipped,2025-03-14 23:58:00
C-0106,Delivered,2025-03-15 02:34:00
C-0107,Order Received,2025-02-16 00:00:00
C-0107,Payment Verified,2025-02-17 22:15:00
C-0107,Item Picked,2025-02-19 11:25:00
C-0107,Item Packed,2025-02-20 01:30:00
C-0107,Shipped,2025-02-20 09:30:00
C-0107,Delivered,2025-02-21 05:40:00
C-0108,Order Received,2025-01-26 00:00:00
C-0108,Payment Verified,2025-01-27 02:30:00
C-0108,Item Picked,2025-01-28 14:38:00
C-0108,Item Packed,2025-01-30 04:05:00
C-0108,Shipped,2025-01-30 06:49:00
C-0108,Delivered,2025-01-31 08:19:00
C-0109,Order Received,2025-02-13 00:00:00
C-0109,Payment Verified,2025-02-14 10:19:00
C-0109,Item Out of Stock,2025-02-15 19:25:00
C-0109,Customer Notified,2025-02-16 22:41:00
C-0109,Order Cancelled,2025-02-17 00:24:00
C-0110,Order Received,2025-02-07 00:00:00
C-0110,Payment Verified,2025-02-08 13:36:00
C-0110,Item Picked,2025-02-08 22:38:00
C-0110,Item Packed,2025-02-09 11:00:00
C-0110,Shipped,2025-02-10 07:14:00
C-0110,Delivered,2025-02-11 11:37:00
C-0111,Order Received,2025-02-14 00:00:00
C-0111,Payment Verified,2025-02-14 18:29:00
C-0111,Item Picked,2025-02-16 08:19:00
C-0111,Item Packed,2025-02-18 08:57:00
C-0111,Shipped,2025-02-19 18:17:00
C-0111,Delivered,2025-02-21 08:46:00
C-0112,Order Received,2025-01-17 00:00:00
C-0112,Payment Verified,2025-01-18 13:02:00
C-0112,Item Picked,2025-01-18 22:07:00
C-0112,Item Packed,2025-01-20 19:24:00
C-0112,Shipped,2025-01-22 09:35:00
C-0112,Delivered,2025-01-22 11:52:00
C-0113,Order Received,2025-01-02 00:00:00
C-0113,Payment Verified,2025-01-03 20:28:00
C-0113,Item Picked,2025-01-05 12:40:00
C-0113,Quality Check,2025-01-07 08:54:00
C-0113,Item Packed,2025-01-08 07:20:00
C-0113,Shipped,2025-01-08 21:28:00
C-0113,Delivered,2025-01-10 09:53:00
C-0114,Order Received,2025-03-10 00:00:00
C-0114,Payment Verified,2025-03-11 01:24:00
C-0114,Item Picked,2025-03-12 20:54:00
C-0114,Quality Check,2025-03-14 02:40:00
C-0114,Item Packed,2025-03-15 14:54:00
C-0114,Shipped,2025-03-17 15:12:00
C-0114,Delivered,2025-03-19 10:51:00
C-0115,Order Received,2025-03-30 00:00:00
C-0115,Payment Verified,2025-03-30 06:23:00
C-0115,Item Picked,2025-04-01 04:39:00
C-0115,Item Packed,2025-04-02 13:54:00
C-0115,Shipped,2025-04-04 11:44:00
C-0115,Delivered,2025-04-05 15:32:00
C-0116,Order Received,2025-03-07 00:00:00
C-0116,Payment Verified,2025-03-08 04:48:00
C-0116,Item Picked,2025-03-10 03:25:00
C-0116,Item Packed,2025-03-12 00:49:00
C-0116,Shipped,2025-03-13 22:56:00
C-0116,Delivered,2025-03-15 06:08:00
C-0117,Order Received,2025-03-25 00:00:00
C-0117,Payment Verified,2025-03-25 22:17:00
C-0117,Item Out of Stock,2025-03-26 08:28:00
C-0117,Customer Notified,2025-03-27 22:08:00
C-0117,Order Cancelled,2025-03-29 22:40:00
C-0118,Order Received,2025-03-19 00:00:00
C-0118,Payment Verified,2025-03-20 21:17:00
C-0118,Item Picked,2025-03-21 23:25:00
C-0118,Quality Check,2025-03-22 17:26:00
C-0118,Item Packed,2025-03-23 13:05:00
C-0118,Shipped,2025-03-24 09:57:00
C-0118,Delivered,2025-03-26 04:08:00
C-0119,Order Received,2025-01-13 00:00:00
C-0119,Payment Verified,2025-01-14 10:50:00
C-0119,Item Picked,2025-01-14 12:19:00
C-0119,Item Packed,2025-01-15 00:06:00
C-0119,Shipped,2025-01-15 15:49:00
C-0119,Delivered,2025-01-16 19:42:00
C-0120,Order Received,2025-03-07 00:00:00
C-0120,Payment Verified,2025-03-07 17:45:00
C-0120,Item Picked,2025-03-08 20:03:00
C-0120,Item Packed,2025-03-08 22:21:00
C-0120,Shipped,2025-03-10 06:51:00
C-0120,Return Requested,2025-03-11 12:59:00
C-0121,Order Received,2025-02-28 00:00:00
C-0121,Payment Verified,2025-02-28 12:45:00
C-0121,Item Picked,2025-03-01 15:12:00
C-0121,Quality Check,2025-03-03 04:22:00
C-0121,Item Packed,2025-03-03 13:29:00
C-0121,Shipped,2025-03-03 20:40:00
C-0121,Delivered,2025-03-04 08:07:00
C-0122,Order Received,2025-03-03 00:00:00
C-0122,Payment Verified,2025-03-03 18:33:00
C-0122,Item Picked,2025-03-04 11:41:00
C-0122,Item Packed,2025-03-05 22:10:00
C-0122,Shipped,2025-03-07 05:22:00
C-0122,Delivered,2025-03-07 23:20:00
C-0123,Order Received,2025-02-21 00:00:00
C-0123,Payment Verified,2025-02-22 20:48:00
C-0123,Item Picked,2025-02-24 01:33:00
C-0123,Quality Check,2025-02-25 05:19:00
C-0123,Item Packed,2025-02-26 10:04:00
C-0123,Shipped,2025-02-27 16:44:00
C-0123,Delivered,2025-02-28 05:50:00
C-0124,Order Received,2025-01-01 00:00:00
C-0124,Payment Verified,2025-01-01 02:51:00
C-0124,Item Picked,2025-01-01 13:00:00
C-0124,Item Packed,2025-01-01 23:19:00
C-0124,Shipped,2025-01-03 11:27:00
C-0124,Delivered,2025-01-04 12:06:00
C-0125,Order Received,2025-03-06 00:00:00
C-0125,Payment Verified,2025-03-07 15:32:00
C-0125,Item Picked,2025-03-07 23:57:00
C-0125,Item Packed,2025-03-08 17:08:00
C-0125,Shipped,2025-03-10 09:01:00
C-0125,Delivered,2025-03-11 16:05:00
C-0126,Order Received,2025-02-22 00:00:00
C-0126,Payment Verified,2025-02-22 22:35:00
C-0126,Item Picked,2025-02-23 11:49:00
C-0126,Item Packed,2025-02-23 19:01:00
C-0126,Shipped,2025-02-25 00:09:00
C-0126,Delivered,2025-02-25 04:13:00
C-0127,Order Received,2025-03-17 00:00:00
C-0127,Payment Verified,2025-03-18 02:24:00
C-0127,Item Picked,2025-03-19 17:34:00
C-0127,Quality Check,2025-03-20 11:15:00
C-0127,Item Packed,2025-03-22 00:52:00
C-0127,Shipped,2025-03-22 12:44:00
C-0127,Delivered,2025-03-24 04:45:00
C-0128,Order Received,2025-03-23 00:00:00
C-0128,Payment Verified,2025-03-23 23:58:00
C-0128,Item Picked,2025-03-25 00:21:00
C-0128,Item Packed,2025-03-26 00:49:00
C-0128,Shipped,2025-03-27 16:59:00
C-0128,Delivered,2025-03-29 10:39:00
C-0129,Order Received,2025-03-13 00:00:00
C-0129,Payment Verified,2025-03-14 01:21:00
C-0129,Item Picked,2025-03-14 21:23:00
C-0129,Quality Check,2025-03-15 23:14:00
C-0129,Item Packed,2025-03-17 08:05:00
C-0129,Shipped,2025-03-19 06:43:00
C-0129,Delivered,2025-03-21 07:02:00
C-0130,Order Received,2025-01-31 00:00:00
C-0130,Payment Verified,2025-02-01 05:51:00
C-0130,Item Picked,2025-02-02 04:40:00
C-0130,Item Packed,2025-02-03 23:31:00
C-0130,Shipped,2025-02-04 19:00:00
C-0130,Delivered,2025-02-06 01:33:00
C-0131,Order Received,2025-01-28 00:00:00
C-0131,Payment Verified,2025-01-28 02:53:00
C-0131,Item Picked,2025-01-30 03:29:00
C-0131,Item Packed,2025-01-30 20:33:00
C-0131,Shipped,2025-01-31 10:34:00
C-0131,Delivered,2025-02-02 09:58:00
C-0132,Order Received,2025-03-02 00:00:00
C-0132,Payment Verified,2025-03-02 21:45:00
C-0132,Item Picked,2025-03-04 02:23:00
C-0132,Item Packed,2025-03-05 00:37:00
C-0132,Shipped,2025-03-05 06:42:00
C-0132,Return Requested,2025-03-05 14:32:00
C-0133,Order Received,2025-03-04 00:00:00
C-0133,Payment Verified,2025-03-05 23:09:00
C-0133,Item Picked,2025-03-06 17:33:00
C-0133,Quality Check,2025-03-07 18:33:00
C-0133,Item Packed,2025-03-09 14:57:00
C-0133,Shipped,2025-03-10 01:15:00
C-0133,Delivered,2025-03-11 21:40:00
C-0134,Order Received,2025-03-24 00:00:00
C-0134,Payment Verified,2025-03-25 11:38:00
C-0134,Item Picked,2025-03-25 18:08:00
C-0134,Item Packed,2025-03-25 20:18:00
C-0134,Shipped,2025-03-26 00:25:00
C-0134,Delivered,2025-03-26 21:25:00
C-0135,Order Received,2025-01-08 00:00:00
C-0135,Payment Verified,2025-01-08 09:34:00
C-0135,Item Picked,2025-01-09 20:19:00
C-0135,Item Packed,2025-01-10 14:27:00
C-0135,Shipped,2025-01-11 02:41:00
C-0135,Delivered,2025-01-12 06:26:00
C-0136,Order Received,2025-01-15 00:00:00
C-0136,Payment Verified,2025-01-16 10:50:00
C-0136,Item Out of Stock,2025-01-18 06:12:00
C-0136,Customer Notified,2025-01-18 08:44:00
C-0136,Order Cancelled,2025-01-20 07:58:00
C-0137,Order Received,2025-01-10 00:00:00
C-0137,Payment Verified,2025-01-10 17:49:00
C-0137,Item Picked,2025-01-11 05:07:00
C-0137,Item Packed,2025-01-13 00:04:00
C-0137,Shipped,2025-01-14 16:20:00
C-0137,Delivered,2025-01-14 20:53:00
C-0138,Order Received,2025-02-27 00:00:00
C-0138,Payment Verified,2025-02-27 13:21:00
C-0138,Item Picked,2025-02-28 18:26:00
C-0138,Item Packed,2025-03-01 18:27:00
C-0138,Shipped,2025-03-03 11:31:00
C-0138,Delivered,2025-03-04 04:48:00
C-0139,Order Received,2025-02-06 00:00:00
C-0139,Payment Verified,2025-02-06 18:06:00
C-0139,Item Picked,2025-02-08 00:35:00
C-0139,Item Packed,2025-02-08 15:06:00
C-0139,Shipped,2025-02-09 10:18:00
C-0139,Delivered,2025-02-11 05:12:00
C-0140,Order Received,2025-01-26 00:00:00
C-0140,Payment Verified,2025-01-27 03:19:00
C-0140,Item Picked,2025-01-28 23:20:00
C-0140,Item Packed,2025-01-29 20:06:00
C-0140,Shipped,2025-01-31 07:37:00
C-0140,Return Requested,2025-02-02 01:48:00
C-0141,Order Received,2025-03-04 00:00:00
C-0141,Payment Verified,2025-03-04 07:57:00
C-0141,Item Out of Stock,2025-03-05 01:35:00
C-0141,Customer Notified,2025-03-07 02:32:00
C-0141,Order Cancelled,2025-03-07 23:26:00
C-0142,Order Received,2025-03-07 00:00:00
C-0142,Payment Verified,2025-03-07 02:28:00
C-0142,Item Picked,2025-03-07 10:59:00
C-0142,Item Packed,2025-03-08 16:16:00
C-0142,Shipped,2025-03-10 11:08:00
C-0142,Delivered,2025-03-12 01:33:00
C-0143,Order Received,2025-03-23 00:00:00
C-0143,Payment Verified,2025-03-23 19:57:00
C-0143,Item Out of Stock,2025-03-25 01:14:00
C-0143,Customer Notified,2025-03-25 23:34:00
C-0143,Order Cancelled,2025-03-27 07:06:00
C-0144,Order Received,2025-01-06 00:00:00
C-0144,Payment Verified,2025-01-07 02:36:00
C-0144,Item Picked,2025-01-08 12:45:00
C-0144,Item Packed,2025-01-09 19:55:00
C-0144,Shipped,2025-01-09 22:29:00
C-0144,Return Requested,2025-01-11 20:18:00
C-0145,Order Received,2025-03-19 00:00:00
C-0145,Payment Verified,2025-03-19 19:25:00
C-0145,Item Out of Stock,2025-03-21 08:35:00
C-0145,Customer Notified,2025-03-21 10:20:00
C-0145,Order Cancelled,2025-03-23 05:59:00
C-0146,Order Received,2025-01-13 00:00:00
C-0146,Payment Verified,2025-01-13 21:56:00
C-0146,Item Picked,2025-01-14 08:51:00
C-0146,Quality Check,2025-01-15 16:48:00
C-0146,Item Packed,2025-01-16 14:54:00
C-0146,Shipped,2025-01-17 19:42:00
C-0146,Delivered,2025-01-19 19:40:00
C-0147,Order Received,2025-02-24 00:00:00
C-0147,Payment Verified,2025-02-24 08:27:00
C-0147,Item Picked,2025-02-25 15:30:00
C-0147,Item Packed,2025-02-26 08:23:00
C-0147,Shipped,2025-02-28 07:30:00
C-0147,Delivered,2025-03-01 12:08:00
C-0148,Order Received,2025-02-23 00:00:00
C-0148,Payment Verified,2025-02-23 11:43:00
C-0148,Item Picked,2025-02-24 05:20:00
C-0148,Item Packed,2025-02-25 15:27:00
C-0148,Shipped,2025-02-27 08:02:00
C-0148,Delivered,2025-03-01 03:19:00
C-0149,Order Received,2025-03-29 00:00:00
C-0149,Payment Verified,2025-03-29 08:50:00
C-0149,Item Picked,2025-03-31 07:38:00
C-0149,Item Packed,2025-03-31 21:10:00
C-0149,Shipped,2025-04-02 20:24:00
C-0149,Delivered,2025-04-04 17:53:00
C-0150,Order Received,2025-03-02 00:00:00
C-0150,Payment Verified,2025-03-02 08:23:00
C-0150,Item Out of Stock,2025-03-02 12:26:00
C-0150,Customer Notified,2025-03-02 14:57:00
C-0150,Order Cancelled,2025-03-03 09:44:00
C-0151,Order Received,2025-03-17 00:00:00
C-0151,Payment Verified,2025-03-18 06:56:00
C-0151,Item Picked,2025-03-19 11:46:00
C-0151,Item Packed,2025-03-20 12:57:00
C-0151,Shipped,2025-03-21 04:34:00
C-0151,Delivered,2025-03-23 01:33:00
C-0152,Order Received,2025-02-01 00:00:00
C-0152,Payment Verified,2025-02-01 17:46:00
C-0152,Item Picked,2025-02-03 06:37:00
C-0152,Item Packed,2025-02-03 15:41:00
C-0152,Shipped,2025-02-05 03:22:00
C-0152,Delivered,2025-02-06 07:03:00
C-0153,Order Received,2025-01-03 00:00:00
C-0153,Payment Verified,2025-01-04 05:31:00
C-0153,Item Picked,2025-01-05 09:34:00
C-0153,Item Packed,2025-01-05 16:42:00
C-0153,Shipped,2025-01-07 03:18:00
C-0153,Return Requested,2025-01-07 04:48:00
C-0154,Order Received,2025-03-23 00:00:00
C-0154,Payment Verified,2025-03-24 14:34:00
C-0154,Item Picked,2025-03-25 00:45:00
C-0154,Quality Check,2025-03-25 03:39:00
C-0154,Item Packed,2025-03-26 00:42:00
C-0154,Shipped,2025-03-27 23:59:00
C-0154,Delivered,2025-03-28 23:18:00
C-0155,Order Received,2025-01-27 00:00:00
C-0155,Payment Verified,2025-01-27 18:51:00
C-0155,Item Picked,2025-01-29 02:34:00
C-0155,Item Packed,2025-01-30 14:09:00
C-0155,Shipped,2025-02-01 14:38:00
C-0155,Delivered,2025-02-03 03:23:00
C-0156,Order Received,2025-01-14 00:00:00
C-0156,Payment Verified,2025-01-15 10:06:00
C-0156,Item Picked,2025-01-17 02:38:00
C-0156,Item Packed,2025-01-18 15:42:00
C-0156,Shipped,2025-01-20 00:23:00
C-0156,Delivered,2025-01-20 09:34:00
C-0157,Order Received,2025-03-29 00:00:00
C-0157,Payment Verified,2025-03-30 13:29:00
C-0157,Item Picked,2025-04-01 13:21:00
C-0157,Item Packed,2025-04-01 17:08:00
C-0157,Shipped,2025-04-03 12:36:00
C-0157,Delivered,2025-04-04 07:08:00
C-0158,Order Received,2025-01-10 00:00:00
C-0158,Payment Verified,2025-01-11 01:03:00
C-0158,Item Out of Stock,2025-01-12 00:37:00
C-0158,Customer Notified,2025-01-14 00:27:00
C-0158,Order Cancelled,2025-01-14 15:09:00
C-0159,Order Received,2025-02-15 00:00:00
C-0159,Payment Verified,2025-02-15 19:39:00
C-0159,Item Picked,2025-02-16 16:53:00
C-0159,Quality Check,2025-02-17 20:39:00
C-0159,Item Packed,2025-02-18 03:04:00
C-0159,Shipped,2025-02-19 02:37:00
C-0159,Delivered,2025-02-20 00:14:00
C-0160,Order Received,2025-03-02 00:00:00
C-0160,Payment Verified,2025-03-03 05:12:00
C-0160,Item Picked,2025-03-03 22:25:00
C-0160,Item Packed,2025-03-05 21:12:00
C-0160,Shipped,2025-03-07 13:17:00
C-0160,Delivered,2025-03-09 00:34:00
C-0161,Order Received,2025-02-18 00:00:00
C-0161,Payment Verified,2025-02-19 07:19:00
C-0161,Item Picked,2025-02-20 20:25:00
C-0161,Quality Check,2025-02-22 15:39:00
C-0161,Item Packed,2025-02-23 16:40:00
C-0161,Shipped,2025-02-25 00:28:00
C-0161,Delivered,2025-02-26 01:39:00
C-0162,Order Received,2025-03-18 00:00:00
C-0162,Payment Verified,2025-03-19 02:29:00
C-0162,Item Picked,2025-03-19 08:54:00
C-0162,Item Packed,2025-03-19 23:29:00
C-0162,Shipped,2025-03-20 20:34:00
C-0162,Delivered,2025-03-22 19:03:00
C-0163,Order Received,2025-01-14 00:00:00
C-0163,Payment Verified,2025-01-14 23:04:00
C-0163,Item Picked,2025-01-15 09:44:00
C-0163,Item Packed,2025-01-15 22:52:00
C-0163,Shipped,2025-01-16 14:22:00
C-0163,Delivered,2025-01-18 07:51:00
C-0164,Order Received,2025-03-05 00:00:00
C-0164,Payment Verified,2025-03-06 09:21:00
C-0164,Item Picked,2025-03-08 05:39:00
C-0164,Item Packed,2025-03-08 10:02:00
C-0164,Shipped,2025-03-10 04:15:00
C-0164,Delivered,2025-03-11 12:12:00
C-0165,Order Received,2025-02-11 00:00:00
C-0165,Payment Verified,2025-02-12 00:24:00
C-0165,Item Picked,2025-02-12 03:32:00
C-0165,Item Packed,2025-02-13 00:33:00
C-0165,Shipped,2025-02-14 06:38:00
C-0165,Delivered,2025-02-15 15:46:00
C-0166,Order Received,2025-03-11 00:00:00
C-0166,Payment Verified,2025-03-12 04:43:00
C-0166,Item Picked,2025-03-13 02:10:00
C-0166,Item Packed,2025-03-14 11:36:00
C-0166,Shipped,2025-03-15 01:00:00
C-0166,Return Requested,2025-03-16 16:29:00
C-0167,Order Received,2025-03-29 00:00:00
C-0167,Payment Verified,2025-03-30 11:52:00
C-0167,Item Picked,2025-03-31 23:03:00
C-0167,Item Packed,2025-04-01 05:12:00
C-0167,Shipped,2025-04-01 22:43:00
C-0167,Delivered,2025-04-03 03:51:00
C-0168,Order Received,2025-03-12 00:00:00
C-0168,Payment Verified,2025-03-12 22:20:00
C-0168,Item Picked,2025-03-14 13:40:00
C-0168,Quality Check,2025-03-15 20:16:00
C-0168,Item Packed,2025-03-17 05:22:00
C-0168,Shipped,2025-03-17 10:43:00
C-0168,Delivered,2025-03-18 09:59:00
C-0169,Order Received,2025-01-07 00:00:00
C-0169,Payment Verified,2025-01-07 09:45:00
C-0169,Item Picked,2025-01-08 10:19:00
C-0169,Item Packed,2025-01-08 14:31:00
C-0169,Shipped,2025-01-10 05:10:00
C-0169,Delivered,2025-01-11 23:07:00
C-0170,Order Received,2025-02-19 00:00:00
C-0170,Payment Verified,2025-02-19 10:30:00
C-0170,Item Picked,2025-02-21 03:18:00
C-0170,Quality Check,2025-02-22 13:40:00
C-0170,Item Packed,2025-02-23 09:23:00
C-0170,Shipped,2025-02-24 08:39:00
C-0170,Delivered,2025-02-25 04:43:00
C-0171,Order Received,2025-03-13 00:00:00
C-0171,Payment Verified,2025-03-13 11:25:00
C-0171,Item Picked,2025-03-15 02:25:00
C-0171,Quality Check,2025-03-16 17:29:00
C-0171,Item Packed,2025-03-17 14:18:00
C-0171,Shipped,2025-03-19 03:54:00
C-0171,Delivered,2025-03-19 07:24:00
C-0172,Order Received,2025-01-07 00:00:00
C-0172,Payment Verified,2025-01-08 12:00:00
C-0172,Item Out of Stock,2025-01-08 21:07:00
C-0172,Customer Notified,2025-01-09 20:17:00
C-0172,Order Cancelled,2025-01-10 01:49:00
C-0173,Order Received,2025-02-27 00:00:00
C-0173,Payment Verified,2025-02-28 10:46:00
C-0173,Item Picked,2025-03-01 22:05:00
C-0173,Item Packed,2025-03-03 12:05:00
C-0173,Shipped,2025-03-04 22:37:00
C-0173,Delivered,2025-03-06 05:17:00
C-0174,Order Received,2025-02-21 00:00:00
C-0174,Payment Verified,2025-02-22 15:55:00
C-0174,Item Picked,2025-02-24 10:13:00
C-0174,Item Packed,2025-02-25 06:57:00
C-0174,Shipped,2025-02-25 08:49:00
C-0174,Delivered,2025-02-26 09:08:00
C-0175,Order Received,2025-01-17 00:00:00
C-0175,Payment Verified,2025-01-17 19:23:00
C-0175,Item Picked,2025-01-19 07:01:00
C-0175,Item Packed,2025-01-20 03:14:00
C-0175,Shipped,2025-01-22 01:56:00
C-0175,Return Requested,2025-01-22 03:55:00
C-0176,Order Received,2025-02-10 00:00:00
C-0176,Payment Verified,2025-02-12 00:14:00
C-0176,Item Picked,2025-02-12 08:23:00
C-0176,Item Packed,2025-02-13 00:10:00
C-0176,Shipped,2025-02-14 09:08:00
C-0176,Delivered,2025-02-16 07:30:00
C-0177,Order Received,2025-02-10 00:00:00
C-0177,Payment Verified,2025-02-10 02:05:00
C-0177,Item Picked,2025-02-11 18:42:00
C-0177,Quality Check,2025-02-12 16:47:00
C-0177,Item Packed,2025-02-14 04:08:00
C-0177,Shipped,2025-02-15 01:10:00
C-0177,Delivered,2025-02-15 16:41:00
C-0178,Order Received,2025-03-29 00:00:00
C-0178,Payment Verified,2025-03-29 18:40:00
C-0178,Item Picked,2025-03-30 16:44:00
C-0178,Item Packed,2025-03-31 16:47:00
C-0178,Shipped,2025-04-01 04:01:00
C-0178,Delivered,2025-04-02 14:02:00
C-0179,Order Received,2025-02-05 00:00:00
C-0179,Payment Verified,2025-02-06 06:09:00
C-0179,Item Picked,2025-02-08 02:25:00
C-0179,Quality Check,2025-02-09 16:04:00
C-0179,Item Packed,2025-02-10 22:47:00
C-0179,Shipped,2025-02-11 19:09:00
C-0179,Delivered,2025-02-12 05:26:00
C-0180,Order Received,2025-03-25 00:00:00
C-0180,Payment Verified,2025-03-25 14:22:00
C-0180,Item Out of Stock,2025-03-26 23:55:00
C-0180,Customer Notified,2025-03-27 18:11:00
C-0180,Order Cancelled,2025-03-29 01:25:00
C-0181,Order Received,2025-01-04 00:00:00
C-0181,Payment Verified,2025-01-05 09:22:00
C-0181,Item Picked,2025-01-06 21:12:00
C-0181,Item Packed,2025-01-08 02:00:00
C-0181,Shipped,2025-01-09 11:16:00
C-0181,Delivered,2025-01-11 07:28:00
C-0182,Order Received,2025-01-06 00:00:00
C-0182,Payment Verified,2025-01-06 01:36:00
C-0182,Item Picked,2025-01-07 22:20:00
C-0182,Item Packed,2025-01-09 22:25:00
C-0182,Shipped,2025-01-11 01:28:00
C-0182,Delivered,2025-01-13 01:07:00
C-0183,Order Received,2025-01-17 00:00:00
C-0183,Payment Verified,2025-01-17 11:59:00
C-0183,Item Out of Stock,2025-01-18 01:44:00
C-0183,Customer Notified,2025-01-19 21:54:00
C-0183,Order Cancelled,2025-01-21 10:31:00
C-0184,Order Received,2025-02-02 00:00:00
C-0184,Payment Verified,2025-02-02 05:28:00
C-0184,Item Picked,2025-02-03 13:24:00
C-0184,Item Packed,2025-02-04 20:18:00
C-0184,Shipped,2025-02-06 13:21:00
C-0184,Delivered,2025-02-06 23:42:00
C-0185,Order Received,2025-02-02 00:00:00
C-0185,Payment Verified,2025-02-02 21:24:00
C-0185,Item Picked,2025-02-03 04:56:00
C-0185,Item Packed,2025-02-04 20:30:00
C-0185,Shipped,2025-02-06 03:14:00
C-0185,Delivered,2025-02-07 00:29:00
C-0186,Order Received,2025-01-13 00:00:00
C-0186,Payment Verified,2025-01-14 12:50:00
C-0186,Item Picked,2025-01-15 06:19:00
C-0186,Item Packed,2025-01-17 04:26:00
C-0186,Shipped,2025-01-18 17:36:00
C-0186,Delivered,2025-01-20 14:22:00
C-0187,Order Received,2025-02-06 00:00:00
C-0187,Payment Verified,2025-02-06 02:25:00
C-0187,Item Picked,2025-02-06 03:27:00
C-0187,Item Packed,2025-02-06 08:36:00
C-0187,Shipped,2025-02-06 16:08:00
C-0187,Delivered,2025-02-07 01:00:00
C-0188,Order Received,2025-03-14 00:00:00
C-0188,Payment Verified,2025-03-14 09:35:00
C-0188,Item Picked,2025-03-14 15:01:00
C-0188,Item Packed,2025-03-14 18:46:00
C-0188,Shipped,2025-03-15 19:31:00
C-0188,Return Requested,2025-03-16 04:40:00
C-0189,Order Received,2025-03-11 00:00:00
C-0189,Payment Verified,2025-03-12 08:05:00
C-0189,Item Picked,2025-03-13 09:24:00
C-0189,Quality Check,2025-03-13 11:33:00
C-0189,Item Packed,2025-03-14 18:06:00
C-0189,Shipped,2025-03-16 18:10:00
C-0189,Delivered,2025-03-17 10:31:00
C-0190,Order Received,2025-03-18 00:00:00
C-0190,Payment Verified,2025-03-18 09:34:00
C-0190,Item Picked,2025-03-18 14:29:00
C-0190,Item Packed,2025-03-18 18:50:00
C-0190,Shipped,2025-03-20 04:42:00
C-0190,Delivered,2025-03-20 06:20:00
C-0191,Order Received,2025-03-23 00:00:00
C-0191,Payment Verified,2025-03-23 19:14:00
C-0191,Item Picked,2025-03-25 01:41:00
C-0191,Item Packed,2025-03-25 07:25:00
C-0191,Shipped,2025-03-26 21:39:00
C-0191,Delivered,2025-03-28 12:14:00
C-0192,Order Received,2025-02-14 00:00:00
C-0192,Payment Verified,2025-02-14 07:40:00
C-0192,Item Picked,2025-02-14 12:26:00
C-0192,Item Packed,2025-02-15 03:19:00
C-0192,Shipped,2025-02-17 01:18:00
